Wall time,Step,Value
1644081866.197245,25000,139.83892822265625
1644082070.5563016,75000,137.12643432617188
1644082088.132889,80000,147.2602081298828
1644082153.4496427,95000,194.93157958984375
1644082169.8497648,100000,192.44927978515625
1644082315.4817784,135000,185.76434326171875
1644082331.9275339,140000,235.78414916992188
1644082590.2243516,205000,128.147216796875
1644082735.35214,240000,141.5261688232422
1644082753.140587,245000,80.24286651611328
1644082778.021323,250000,199.1812286376953
1644082877.3051233,275000,188.3291015625
1644083034.5389314,315000,290.8473815917969
1644083056.2171016,320000,234.05775451660156
1644083113.5222692,335000,261.0224914550781
1644083135.6023993,340000,214.5330047607422
1644083190.7727067,355000,195.96871948242188
1644083213.218224,360000,260.119384765625
1644083326.6996858,390000,242.9425048828125
1644083429.1157246,415000,146.27146911621094
1644083563.0878732,450000,178.55320739746094
1644083761.9000723,500000,275.19683837890625
1644083842.7972748,520000,229.79656982421875
1644083922.4144,540000,262.12396240234375
1644084199.9818633,610000,225.53515625
1644084279.5458798,630000,268.4171142578125
1644084296.1669574,635000,227.78076171875
1644084334.9052756,645000,177.4280242919922
1644084374.1124787,655000,316.0563049316406
1644084490.5511749,685000,235.23672485351562
1644084650.3147287,725000,254.76219177246094
1644084689.1252863,735000,195.18414306640625
1644084710.8837955,740000,286.85382080078125
1644084768.136508,755000,321.55078125
1644084903.6367166,790000,234.986083984375
1644084966.731113,805000,452.6644592285156
1644085006.3569407,815000,230.6797637939453
1644085044.711443,825000,249.69384765625
1644085202.601335,865000,370.47705078125
1644085302.6635664,890000,376.59014892578125
1644085443.0389497,925000,286.1799621582031
1644085460.597865,930000,327.48193359375
1644085580.2110384,960000,364.76800537109375
1644085597.8241866,965000,370.5455627441406
1644085818.5236268,1020000,239.11500549316406
1644085857.3191223,1030000,338.0718688964844
1644086015.4506838,1070000,319.2062683105469
1644086054.8453896,1080000,354.8860168457031
1644086231.5475247,1125000,315.3390197753906
1644086331.8861992,1150000,367.9162902832031
1644086635.4957523,1225000,441.8091735839844
1644086653.5658762,1230000,368.7214050292969
1644086918.729264,1295000,381.8406677246094
1644086935.4689603,1300000,317.3103942871094
1644087171.11747,1360000,209.69699096679688
1644087229.125399,1375000,403.3351135253906
1644087311.5279157,1395000,312.1264953613281
1644087390.4255795,1415000,340.4451599121094
1644087451.7689753,1430000,353.4615478515625
1644087509.2116394,1445000,243.34442138671875
1644087549.7070823,1455000,407.7862243652344
1644087653.4121444,1480000,335.17144775390625
1644087687.2581,1490000,484.1714782714844
1644087710.376896,1495000,407.99114990234375
1644087912.167199,1545000,368.61993408203125
1644087995.5423164,1565000,301.955810546875
1644088074.9102283,1585000,400.8598937988281
1644088113.8482192,1595000,308.0856628417969
1644088131.1133487,1600000,309.1375732421875
1644088193.322984,1615000,496.3995361328125
1644088654.2321396,1730000,401.61920166015625
1644088671.5184677,1735000,288.0516357421875
1644088913.166761,1795000,312.1542663574219
1644089036.7303824,1825000,453.4389953613281
1644089060.1053407,1830000,535.9490356445312
1644089077.3754156,1835000,468.5372009277344
1644089319.3506832,1895000,299.5296936035156
1644089482.463613,1935000,322.6347961425781
1644089562.0378342,1955000,356.63055419921875
1644089603.6588013,1965000,285.5456237792969
1644089702.122785,1990000,304.3916015625
1644089807.5616438,2015000,326.6370849609375
1644089847.8612373,2025000,397.5100402832031
1644090068.8320227,2080000,294.9232177734375
1644090188.1666186,2110000,393.6246643066406
1644090206.0494037,2115000,479.9235534667969
1644090486.31994,2185000,413.58892822265625
1644090511.255541,2190000,579.5294189453125
1644090552.3559985,2200000,456.5680236816406
1644090693.6055224,2235000,378.44207763671875
1644090813.1625977,2265000,571.2832641601562
1644090893.317349,2285000,446.8359069824219
1644090988.6466224,2310000,221.98316955566406
1644091067.8332632,2330000,385.0573425292969
1644091130.441014,2345000,320.2194519042969
1644091172.0111756,2355000,461.1446838378906
1644091253.032421,2375000,438.7868957519531
1644091269.5638824,2380000,456.9422607421875
1644091364.5275369,2405000,442.7557373046875
1644091387.55225,2410000,366.5144958496094
1644091507.818196,2440000,497.2135925292969
1644091643.2164724,2475000,363.7821350097656
1644091958.4047868,2555000,345.9653015136719
1644092001.0650797,2565000,290.0668029785156
1644092023.6813173,2570000,494.1692199707031
1644092040.58629,2575000,468.1230163574219
1644092096.6966164,2590000,403.29437255859375
1644092136.359675,2600000,428.3665771484375
1644092418.0606103,2670000,483.1400451660156
1644092442.8280869,2675000,368.1092529296875
1644092482.5035167,2685000,266.4877624511719
1644092523.0162983,2695000,446.0409240722656
1644092564.1545506,2705000,499.1841125488281
1644092644.3639934,2725000,285.07940673828125
1644092683.7868292,2735000,429.75653076171875
1644092763.0148332,2755000,437.1687316894531
1644092801.676158,2765000,196.2588348388672
1644092876.921791,2785000,551.737548828125
1644093001.090211,2815000,315.400390625
1644093039.300769,2825000,285.9722595214844
1644093120.3997002,2845000,465.4594421386719
1644093442.1870856,2925000,354.0067138671875
1644093465.1272404,2930000,503.0037841796875
1644093521.4661033,2945000,257.99346923828125
1644093560.8241355,2955000,222.959716796875
1644093638.8310387,2975000,389.3310546875
1644093678.717629,2985000,302.6041259765625
1644094021.718272,3070000,402.64776611328125
1644094045.2071202,3075000,430.1932678222656
1644094204.9160273,3115000,375.03289794921875
1644094222.293702,3120000,478.1231994628906
1644094319.7562227,3145000,399.2442932128906
1644094344.561769,3150000,221.44769287109375
1644094429.5323234,3170000,184.0105438232422
1644094512.5583825,3190000,285.0833740234375
1644094636.0590756,3220000,263.6408996582031
1644094653.2041347,3225000,380.85479736328125
1644094757.4443355,3250000,274.7667541503906
1644094796.4263642,3260000,239.53724670410156
1644094936.1189404,3295000,337.4627685546875
1644094975.43875,3305000,391.66107177734375
1644095113.227667,3340000,277.3209228515625
1644095275.1315875,3380000,420.92822265625
1644095299.0804112,3385000,265.7135009765625
1644095468.3111465,3425000,337.13970947265625
1644095635.8873608,3465000,277.2328186035156
1644095679.7051764,3475000,313.14898681640625
1644096000.903994,3555000,306.6787109375
1644096230.489352,3610000,237.4636993408203
1644096272.4609523,3620000,281.35601806640625
1644096315.1563725,3630000,286.5794982910156
1644096333.025632,3635000,302.5509338378906
1644096371.768712,3645000,294.2919616699219
1644096393.8378174,3650000,337.4534606933594
1644096433.080486,3660000,323.803466796875
1644096449.6158116,3665000,388.0939636230469
1644096472.7708805,3670000,328.8525085449219
1644096570.1845443,3695000,337.5016174316406
1644096693.7323725,3725000,386.7168884277344
1644097102.5758123,3825000,307.1730041503906
1644097261.639071,3865000,304.0247497558594
1644097318.25697,3880000,330.3936767578125
1644097335.6718519,3885000,388.70220947265625
1644097377.264823,3895000,348.708251953125
1644097417.8354046,3905000,341.4541015625
1644097458.5632427,3915000,311.3569641113281
1644097577.141094,3945000,367.6351013183594
1644097896.7518682,4025000,256.04290771484375
1644097918.0906053,4030000,259.4097595214844
1644097959.6835003,4040000,393.82891845703125
1644098017.7436461,4055000,238.24508666992188
1644098190.50039,4095000,285.5381774902344
1644098208.0096364,4100000,253.56613159179688
1644098389.6866887,4145000,148.948486328125
1644098468.6337955,4165000,336.4390869140625
1644098629.9381459,4205000,199.5809326171875
1644098688.4237747,4220000,229.60806274414062
1644098728.253341,4230000,256.6795349121094
1644098970.9953198,4290000,261.3657531738281
1644099066.576661,4315000,263.8341369628906
1644099145.0087879,4335000,272.77813720703125
1644099250.0641413,4360000,342.4485168457031
1644099513.839067,4425000,278.8523254394531
1644099555.598403,4435000,274.7802734375
1644099676.902744,4465000,482.0141296386719
1644099737.7790692,4480000,375.4774475097656
1644099779.9867396,4490000,302.4357604980469
1644099863.1298265,4510000,337.4260559082031
1644099885.2963998,4515000,445.1176452636719
1644100005.9216034,4545000,439.3782043457031
1644100412.9844155,4645000,193.8745880126953
1644100455.8175945,4655000,275.6648254394531
1644100497.8013427,4665000,330.9266357421875
1644100706.0562637,4715000,268.44964599609375
1644100848.5873125,4750000,440.5013732910156
1644100971.998307,4780000,409.6487731933594
1644101132.1814353,4820000,495.895751953125
1644101453.1876116,4900000,284.30474853515625
1644101516.3343291,4915000,301.6903991699219
1644101725.1930366,4965000,315.3060607910156
1644101763.3635132,4975000,289.2016906738281
1644101864.7380974,5000000,320.33990478515625
1644101922.334865,5015000,296.6879577636719
1644101962.6702425,5025000,306.35504150390625
1644102193.8767796,5080000,395.27423095703125
1644102334.7073495,5115000,254.49154663085938
1644102414.427434,5135000,264.839599609375
1644102455.9634225,5145000,280.1954040527344
