Wall time,Step,Value
1643448391.0581062,50000,4.243589878082275
1643448530.4862728,100000,2.4626333713531494
1643448668.0714715,150000,3.4301886558532715
1643448804.6726704,200000,3.486691951751709
1643448945.7732918,250000,3.560784339904785
1643449081.5521646,300000,4.129032135009766
1643449218.3376534,350000,3.984189748764038
1643449347.347536,400000,3.28464412689209
1643449486.4517028,450000,3.67578125
1643449625.6462078,500000,4.301204681396484
1643449761.8360856,550000,3.6961538791656494
1643449897.9038494,600000,3.6833977699279785
1643450033.4051158,650000,4.5
1643450168.604452,700000,4.385542392730713
1643450305.964242,750000,5.995433807373047
1643450438.263049,800000,4.534412860870361
1643450573.8135848,850000,5.42290735244751
1643450707.4410734,900000,6.1026787757873535
1643450841.120004,950000,5.421739101409912
1643450980.7697732,1000000,4.622406482696533
1643451117.0805483,1050000,6.764976978302002
1643451250.0831013,1100000,4.155038833618164
1643451385.139939,1150000,5.429824352264404
1643451522.8617473,1200000,5.1191487312316895
1643451659.0831118,1250000,4.769547462463379
1643451795.7413204,1300000,5.135593414306641
1643451932.5859473,1350000,5.379912853240967
1643452071.936981,1400000,4.1885247230529785
1643452208.819487,1450000,4.638554096221924
1643452346.0227878,1500000,4.721991539001465
1643452475.7784135,1550000,6.247747898101807
1643452613.494408,1600000,4.2419352531433105
1643452751.9558897,1650000,5.691964149475098
1643452891.9412854,1700000,3.777777671813965
1643453027.2490838,1750000,5.4723405838012695
1643453164.8575912,1800000,4.044000148773193
1643453302.1031342,1850000,4.954917907714844
1643453431.906276,1900000,6.811594009399414
1643453573.2126017,1950000,5.279476165771484
1643453714.6706653,2000000,5.353448390960693
1643453852.9757292,2050000,5.556521892547607
1643453992.2730238,2100000,4.589958190917969
1643454130.1789129,2150000,4.106996059417725
1643454269.990817,2200000,4.1474103927612305
1643454406.271078,2250000,4.290322780609131
1643454541.8450139,2300000,4.028225898742676
1643454678.857934,2350000,3.853754997253418
1643454816.92158,2400000,2.86956524848938
1643454953.37052,2450000,3.8549020290374756
1643455088.8241417,2500000,4.348177909851074
1643455227.3034785,2550000,3.8339920043945312
1643455364.1038918,2600000,4.3193278312683105
1643455497.992584,2650000,3.968992233276367
1643455635.1112175,2700000,3.185873508453369
1643455772.422835,2750000,2.9343066215515137
1643455908.438918,2800000,4.137096881866455
1643456047.1323614,2850000,3.5680932998657227
1643456186.95882,2900000,4.196721076965332
1643456323.0388184,2950000,4.8423237800598145
1643456461.970504,3000000,4.443983554840088
1643456596.5627205,3050000,4.036437034606934
1643456733.2812889,3100000,4.445378303527832
1643456871.4773529,3150000,4.203999996185303
1643457013.6885495,3200000,3.7413127422332764
1643457155.000423,3250000,3.4826254844665527
1643457297.65181,3300000,4.229838848114014
1643457440.0194893,3350000,4.175298690795898
1643457577.4660535,3400000,3.3615384101867676
1643457718.9158862,3450000,4.714285850524902
1643457862.469321,3500000,4.366255283355713
1643458006.7336013,3550000,3.074906349182129
1643458154.207112,3600000,3.454545497894287
1643458298.460451,3650000,3.14393949508667
1643458442.9020712,3700000,4.083333492279053
1643458586.6566544,3750000,2.6945455074310303
1643458717.9957237,3800000,2.382978677749634
1643458861.295179,3850000,2.819188117980957
1643459005.825101,3900000,2.8352060317993164
1643459149.284704,3950000,2.9925925731658936
1643459291.816762,4000000,3.635627508163452
1643459434.0170884,4050000,4.352226734161377
1643459577.4616075,4100000,3.8427419662475586
1643459716.2489815,4150000,3.507751941680908
1643459855.3623145,4200000,4.7166666984558105
1643459995.8836298,4250000,3.616600751876831
1643460140.9757478,4300000,5.257641792297363
1643460282.58371,4350000,3.4083969593048096
1643460424.9058485,4400000,5.433476448059082
1643460566.4720094,4450000,4.206477642059326
1643460702.5010283,4500000,4.465020656585693
1643460846.3950906,4550000,3.9771862030029297
1643460987.3031745,4600000,4.218254089355469
1643461131.369451,4650000,4.273809432983398
1643461273.9866924,4700000,4.149606227874756
1643461416.8735795,4750000,4.291498184204102
1643461556.7447498,4800000,4.546558856964111
1643461700.8888392,4850000,4.652719497680664
1643461837.3230312,4900000,4.254032135009766
1643461977.511681,4950000,4.0714287757873535
1643462122.720211,5000000,4.841004371643066
1643462268.0968213,5050000,4.504310131072998
1643462410.7522228,5100000,4.514285564422607
1643462556.4367921,5150000,3.492424249649048
1643462704.5559945,5200000,2.565371036529541
1643462842.528513,5250000,2.959259271621704
1643462981.554839,5300000,2.667844533920288
1643463123.7855859,5350000,3.1647939682006836
1643463269.2860928,5400000,3.0187265872955322
1643463409.0342896,5450000,2.3368794918060303
1643463552.2582421,5500000,2.488135576248169
1643463694.494656,5550000,3.423664093017578
1643463839.0975795,5600000,3.4699249267578125
1643463977.1836429,5650000,2.679856061935425
1643464120.7551012,5700000,2.7210144996643066
1643464263.599981,5750000,2.7472925186157227
1643464404.0587459,5800000,3.4789271354675293
1643464546.6782506,5850000,3.1875
1643464687.325344,5900000,2.9452555179595947
1643464833.4355333,5950000,3.1098902225494385
1643464966.4933221,6000000,3.3538460731506348
1643465111.3281553,6050000,3.1291513442993164
1643465249.6739988,6100000,3.6279070377349854
1643465390.6291022,6150000,3.4921875
1643465534.4220948,6200000,3.0590405464172363
1643465677.1761522,6250000,2.442857027053833
1643465814.817778,6300000,4.309917449951172
1643465956.581644,6350000,3.433962345123291
1643466090.1410682,6400000,3.422480583190918
1643466229.998659,6450000,3.214022159576416
1643466371.011262,6500000,3.373076915740967
1643466511.0068913,6550000,2.8686132431030273
1643466653.3589773,6600000,4.687763690948486
1643466792.1388755,6650000,3.3295018672943115
1643466930.864296,6700000,3.449056625366211
1643467066.0156853,6750000,2.9815497398376465
1643467201.7101088,6800000,4.5435686111450195
1643467345.5495727,6850000,3.2927756309509277
1643467481.5010722,6900000,3.05747127532959
1643467617.6352522,6950000,3.441509485244751
1643467755.4814203,7000000,2.671480178833008
1643467897.1115546,7050000,2.464028835296631
1643468037.6837792,7100000,3.4785993099212646
1643468177.8170943,7150000,2.9490909576416016
1643468320.3829572,7200000,2.378472328186035
1643468460.9606137,7250000,2.849264621734619
1643468601.9797432,7300000,2.5212767124176025
1643468744.5597947,7350000,2.649635076522827
1643468885.9720526,7400000,2.7797834873199463
1643469028.8491046,7450000,3.214022159576416
